"","Title","Action","Adventure","Animation","Childrens","Comedy","Crime","Documentary","Drama","Fantasy","FilmNoir","Horror","Musical","Mystery","Romance","SciFi","Thriller","War","Western"
"1583","Death in Brunswick (1991)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1584","Everest (1998)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1585","Shopping (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1586","Nemesis 2: Nebula (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1587","Romper Stomper (1992)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1588","City of Industry (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1589","Someone Else's America (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1590","Guantanamera (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1591","Office Killer (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1592","Price Above Rubies, A (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1593","Angela (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1594","He Walked by Night (1948)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"1595","Love Serenade (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1596","Buddy (1997)",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1597","B*A*P*S (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1598","Truth or Consequences, N.M. (1997)",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1599","Intimate Relations (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1600","Leading Man, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1601","Tokyo Fist (1995)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1602","Reluctant Debutante, The (1958)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1603","Warriors of Virtue (1997)",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1604","Desert Winds (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1605","King of New York (1990)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1606","All Things Fair (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1607","Sixth Man, The (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1608","Butterfly Kiss (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1609","Paris, France (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1610","Cérémonie, La (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1611","Hush (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1612","Nobody Loves Me (Keiner liebt mich) (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1613","Wife, The (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1614","Lamerica (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1615","Nico Icon (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1616","Silence of the Palace, The (Saimt el Qusur) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1617","Slingshot, The (1993)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1618","Land and Freedom (Tierra y libertad) (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1619","Á köldum klaka (Cold Fever) (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1620","Etz Hadomim Tafus (Under the Domin Tree) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1621","Two Friends (1986) ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1622","Brothers in Trouble (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1623","Girls Town (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1624","Normal Life (1996)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1625","Bitter Sugar (Azucar Amargo) (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1626","Eighth Day, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1627","Dadetown (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1628","Some Mother's Son (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1629","Angel Baby (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1630","Sudden Manhattan (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1631","Butcher Boy, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1632","Men With Guns (1997)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1633","Hana-bi (1997)",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1634","Niagara, Niagara (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1635","Big One, The (1997)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1636","Spanish Prisoner, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1637","Temptress Moon (Feng Yue) (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1638","Entertaining Angels: The Dorothy Day Story (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1639","Favor, The (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1640","Little City (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1641","Target (1995)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1642","Getting Away With Murder (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1643","Small Faces (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1644","New Age, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1645","Rough Magic (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1646","Nothing Personal (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1647","8 Heads in a Duffel Bag (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1648","Brother's Kiss, A (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1649","Ripe (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1650","Next Step, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1651","Wedding Bell Blues (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1652","MURDER and murder (1996)",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1653","Tainted (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"1654","Further Gesture, A (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1655","Kika (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1656","Mirage (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1657","Mamma Roma (1962)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1658","Sunchaser, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1659","War at Home, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1660","Sweet Nothing (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1661","Mat' i syn (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1662","B. Monkey (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1663","You So Crazy (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1664","Scream of Stone (Schrei aus Stein) (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
